,mt,ribo,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,highly_variable,means,dispersions,dispersions_norm
MIR1302-2HG,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
FAM138A,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
OR4F5,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL627309.1,False,False,2,0.0011554015,99.8844598497978,2.0,False,0.0005509089255177862,-0.7874742013698764,-2.5233042
AL627309.3,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL627309.2,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL627309.5,False,False,6,0.0034662045,99.65337954939342,6.0,False,0.0037618145540062185,0.060759031060738974,-0.4318108
AL627309.4,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AP006222.2,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL732372.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
OR4F29,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AC114498.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
OR4F16,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL669831.2,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
LINC01409,False,False,67,0.040439054,96.12940496822647,70.0,False,0.040137687085235095,0.4024562289097532,0.41071385
FAM87B,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
LINC01128,False,False,179,0.11554015,89.65915655690353,200.0,False,0.10155831463907986,0.21571141126311433,-0.049743865
LINC00115,False,False,10,0.0057770074,99.42229924898902,10.0,True,0.008985620704343687,1.0778798776626213,2.0761096
FAM41C,False,False,36,0.020797227,97.92027729636048,36.0,False,0.021180574099918137,0.27566803816551805,0.09809152
AL645608.6,False,False,6,0.004043905,99.65337954939342,7.0,True,0.004615934907660871,1.0263554526089782,1.9490657
AL645608.2,False,False,3,0.0017331023,99.8266897746967,3.0,False,0.001453831541969035,-0.21451691839886514,-1.1105603
AL645608.4,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
LINC02593,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
SAMD11,False,False,4,0.002310803,99.7689196995956,4.0,True,0.007757014621343259,2.1075082772081375,4.61487
NOC2L,False,False,461,0.35701907,73.36799537839399,618.0,False,0.26614493562992697,0.35583043633471295,-0.010854188
KLHL17,False,False,3,0.0017331023,99.8266897746967,3.0,False,0.0010302496170740238,-0.4636097581012645,-1.7247498
PLEKHN1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
PERM1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL645608.7,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
HES4,False,False,4,0.002310803,99.7689196995956,4.0,False,0.0018451844465891792,0.375993951511182,0.3454657
ISG15,False,False,738,0.712305,57.36568457538995,1233.0,False,0.5130120363094323,0.5439824000822528,0.684382
AL645608.1,False,False,1,0.00057770073,99.94222992489891,1.0,False,0.00040774497288421056,-0.4003856375424041,-1.5688578
AGRN,False,False,6,0.0034662045,99.65337954939342,6.0,False,0.0037472928142850137,0.6062684742765129,0.91325486
AL645608.5,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL645608.8,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
RNF223,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
C1orf159,False,False,100,0.06239168,94.22299248989023,108.0,False,0.04321201612829916,-0.1111315087615063,-0.85564226
AL390719.3,False,False,15,0.008665511,99.13344887348353,15.0,False,0.01171461099342596,0.5161350591123822,0.6910124
LINC01342,False,False,1,0.00057770073,99.94222992489891,1.0,False,9.999999999995e-13,,
AL390719.2,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
TTLL10-AS1,False,False,1,0.00057770073,99.94222992489891,1.0,False,0.0007157939824010857,0.16251889404771,-0.18090095
TTLL10,False,False,21,0.012131716,98.78682842287695,21.0,False,0.01448671977301313,0.30311251131645245,0.16576152
TNFRSF18,False,False,2,0.0011554015,99.8844598497978,2.0,True,0.0020528954704465787,0.8629651885331774,1.5461934
TNFRSF4,False,False,23,0.01502022,98.67128827267476,26.0,True,0.021706534010642937,0.8922439698024536,1.6183863
SDF4,False,False,493,0.3801271,71.51935297515887,658.0,False,0.2748234124614748,0.0709343679836144,-1.0635674
B3GALT6,False,False,114,0.07047949,93.41421143847487,122.0,False,0.0555831785433846,0.08126126038344952,-0.38125834
C1QTNF12,False,False,9,0.0057770074,99.48006932409012,10.0,False,0.0024526242759158757,-0.22592466777155504,-1.1386884
AL162741.1,False,False,2,0.0011554015,99.8844598497978,2.0,False,0.0009231928631231312,-0.19720964761549653,-1.0678856
UBE2J2,False,False,503,0.42576545,70.94165222414789,737.0,False,0.27451198112691455,-0.014965551201401174,-1.3809743
LINC01786,False,False,10,0.0057770074,99.42229924898902,10.0,False,0.005470249127390501,-0.041212626465974865,-0.6832429
SCNN1D,False,False,7,0.004043905,99.59560947429232,7.0,False,0.003230381605477475,-0.04420405130374432,-0.6906189
ACAP3,False,False,104,0.06296938,93.99191218948584,109.0,False,0.06196808736557071,0.33688996294809187,0.24904676
PUSL1,False,False,156,0.10167533,90.98786828422877,176.0,False,0.07039185056873484,-0.12302635703717256,-0.88497144
INTS11,False,False,511,0.38532642,70.4794916233391,667.0,False,0.2980419354681468,0.2157344142246835,-0.5285199
AL139287.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
CPTP,False,False,109,0.06816869,93.70306181398036,118.0,False,0.04988741914832174,-0.029896793226121373,-0.6553414
TAS1R3,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
DVL1,False,False,26,0.01502022,98.49797804737146,26.0,False,0.011700730685990793,0.037457759340064074,-0.48926488
MXRA8,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AURKAIP1,False,False,940,1.3558637,45.696129404968225,2347.0,False,0.6949115369888152,0.28682989813066984,-0.4290737
CCNL2,False,False,279,0.18197574,83.88214904679376,315.0,False,0.15612133832746483,0.24968358968015275,0.034021523
MRPL20-AS1,False,False,134,0.08318891,92.25880993645292,144.0,False,0.06530710687651604,0.09413937104039441,-0.3495047
MRPL20,False,False,977,1.5863663,43.55863662622761,2746.0,False,0.7414388111293018,0.3911307228842691,-0.13051188
AL391244.2,False,False,9,0.0057770074,99.48006932409012,10.0,False,0.003628667964292442,0.6337518866759886,0.98102087
ANKRD65,False,False,35,0.020797227,97.97804737146159,36.0,False,0.02515915054808653,0.2692138845650001,0.08217748
AL391244.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
TMEM88B,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
LINC01770,False,False,8,0.004621606,99.53783939919121,8.0,False,0.005573879320667662,0.1464785751698469,-0.22045165
VWA1,False,False,10,0.0057770074,99.42229924898902,10.0,False,0.006872319497224969,0.2505102633298863,0.036059856
ATAD3C,False,False,32,0.019064125,98.15135759676488,33.0,False,0.022926257552176397,0.38460110607134246,0.3666884
ATAD3B,False,False,172,0.12536107,90.06354708261121,217.0,False,0.07401378331115925,-0.09038133156266855,-0.80447847
ATAD3A,False,False,340,0.3009821,80.3581744656268,521.0,False,0.1751968410434423,0.08288883432257882,-0.37724522
TMEM240,False,False,3,0.0017331023,99.8266897746967,3.0,False,0.0019010555127984214,0.15397979135414025,-0.20195587
SSU72,False,False,986,1.027152,43.038705950317734,1778.0,False,0.6444240992524487,0.1279830465964767,-0.88377386
AL645728.1,False,False,51,0.03119584,97.05372616984403,54.0,False,0.03172534999593031,0.20205794646053524,-0.08340929
FNDC10,False,False,41,0.024841132,97.631426920855,43.0,False,0.02496573766199666,0.3230203313322203,0.21484834
AL691432.4,False,False,6,0.0034662045,99.65337954939342,6.0,False,0.0029774081467083195,-0.12271675836457029,-0.8842081
AL691432.2,False,False,111,0.06643558,93.58752166377816,115.0,False,0.06602275938650752,0.24997844802048388,0.034748558
MIB2,False,False,190,0.119584054,89.02368573079144,207.0,False,0.10682714738615375,0.18607341796058455,-0.12282243
MMP23B,False,False,15,0.008665511,99.13344887348353,15.0,False,0.008354294206392655,0.14180705866965096,-0.23197024
CDK11B,False,False,362,0.25361064,79.08723281340266,439.0,False,0.20296854682600388,0.2633102439114816,0.067620836
FO704657.1,False,False,4,0.002310803,99.7689196995956,4.0,False,0.0025050530056982406,0.12734628172887294,-0.26762626
SLC35E2B,False,False,66,0.03928365,96.18717504332756,68.0,False,0.037617060565474265,0.2257563033193336,-0.02497612
CDK11A,False,False,441,0.32640094,74.52339688041593,565.0,False,0.2560343178035035,0.272339597568526,0.089884564
SLC35E2A,False,False,61,0.036395147,96.47602541883305,63.0,False,0.04045578565609478,0.5337647872021954,0.7344821
NADK,False,False,188,0.12536107,89.13922588099365,217.0,False,0.08720501530192906,-0.02735220280482047,-0.64906716
GNB1,False,False,888,0.85615253,48.7001733102253,1482.0,False,0.6298387613450934,0.49178638550249376,0.15761563
AL109917.1,False,False,6,0.0034662045,99.65337954939342,6.0,False,0.003608280082520313,0.05795198368538812,-0.43873215
CALML6,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
TMEM52,False,False,15,0.009243212,99.13344887348353,16.0,False,0.0066929125962262945,0.39261304860201124,0.3864435
CFAP74,False,False,3,0.0017331023,99.8266897746967,3.0,False,0.0016742932772214043,0.07435442821088264,-0.39828855
AL391845.2,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
GABRD,False,False,2,0.0011554015,99.8844598497978,2.0,False,0.001105364905747032,-0.0964984735141556,-0.8195615
AL391845.1,False,False,2,0.0011554015,99.8844598497978,2.0,False,0.0012695569614951693,0.05249129904754571,-0.4521966
PRKCZ,False,False,83,0.049104564,95.2050837666089,85.0,False,0.05376640672705962,0.1800842546816633,-0.13758995
AL590822.2,False,False,5,0.0028885037,99.71114962449451,5.0,False,0.003568975770620062,0.26526194602174696,0.07243316
PRKCZ-AS1,False,False,4,0.002310803,99.7689196995956,4.0,False,0.0032845060754219156,0.3582673510199935,0.3017571
FAAP20,False,False,654,0.5072213,62.21837088388216,878.0,False,0.3928820471140887,0.1259351868353776,-0.8603351
AL590822.1,False,False,17,0.010976315,99.01790872328135,19.0,False,0.010730722768339718,0.19957790498064765,-0.08952434
SKI,False,False,185,0.11900636,89.31253610629693,206.0,False,0.13032994849944807,0.6649840545140994,1.0580301
AL590822.3,False,False,10,0.0057770074,99.42229924898902,10.0,False,0.006165955807021383,0.06402267082843831,-0.42376363
MORN1,False,False,64,0.040439054,96.30271519352975,70.0,False,0.034049886190002175,0.16926755420674813,-0.16426075
AL589739.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL513477.2,False,False,10,0.0057770074,99.42229924898902,10.0,False,0.005468226641448824,-0.06113127955465593,-0.7323564
RER1,False,False,653,0.6435586,62.27614095898324,1114.0,False,0.40216354979938745,0.32722736489958065,-0.116544776
PEX10,False,False,325,0.22241479,81.22472559214327,385.0,False,0.1845600041360191,0.3483680253502972,0.27734828
PLCH2,False,False,1,0.00057770073,99.94222992489891,1.0,False,0.00024367110111972798,-0.9152902617963398,-2.838461
AL139246.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL139246.4,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
PANK4,False,False,30,0.017331023,98.26689774696708,30.0,False,0.016506961436188464,0.2492461227629788,0.032942858
HES5,False,False,4,0.002310803,99.7689196995956,4.0,False,0.0010991807697822346,-0.7800822636018487,-2.5050778
AL139246.5,False,False,18,0.010398613,98.96013864818023,18.0,False,0.011278963140643515,0.12590090445968313,-0.27119014
TNFRSF14-AS1,False,False,11,0.006354708,99.36452917388793,11.0,False,0.005688884001147416,-0.023264665066666648,-0.6389885
TNFRSF14,False,False,369,0.24841133,78.68284228769498,430.0,False,0.25630970896439903,0.37732980467143096,0.3487595
AL139246.3,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
PRXL2B,False,False,156,0.110918544,90.98786828422877,192.0,False,0.07320551284219562,0.0991404901384796,-0.33717343
MMEL1,False,False,25,0.014442518,98.55574812247256,25.0,False,0.015251022726808432,0.09055957410022532,-0.35833144
AL831784.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
TTC34,False,False,6,0.004043905,99.65337954939342,7.0,False,0.004055763088308925,0.41511955664854466,0.4419379
AC242022.2,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AC242022.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL592464.2,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL592464.3,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL592464.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL589702.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
ACTRT2,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
PRDM16-DT,False,False,23,0.013287118,98.67128827267476,23.0,False,0.0189018831868381,0.46341864064205485,0.5610292
PRDM16,False,False,85,0.051415365,95.0895436164067,89.0,False,0.061068408718949474,0.3076344751292334,0.17691134
AL008733.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL590438.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL354743.2,False,False,1,0.00057770073,99.94222992489891,1.0,False,0.0007619422621237946,0.2250203173597643,-0.026790844
AL354743.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
ARHGEF16,False,False,1,0.00057770073,99.94222992489891,1.0,False,0.0004890643786160832,-0.21849277180710652,-1.1203635
AL512413.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
MEGF6,False,False,117,0.073368,93.24090121317158,127.0,False,0.08014450917271031,0.22281407166660616,-0.0322308
AL513320.1,False,False,1,0.00057770073,99.94222992489891,1.0,False,0.0006574915661771612,0.07752924543501936,-0.3904604
TPRG1L,False,False,51,0.03004044,97.05372616984403,52.0,False,0.023704788145936042,0.03855050833068698,-0.48657048
WRAP73,False,False,106,0.065280184,93.87637203928365,113.0,False,0.05095909405406963,0.04751289255333995,-0.46447188
TP73,False,False,1,0.00057770073,99.94222992489891,1.0,False,0.0008657738325287516,0.35282520533009265,0.28833836
AL136528.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL136528.2,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
CCDC27,False,False,1,0.00057770073,99.94222992489891,1.0,True,0.001647633462544648,0.9966877403891757,1.8759137
SMIM1,False,False,450,0.7030618,74.00346620450607,1217.0,False,0.35137528804062157,0.6160920031219256,0.95083266
LRRC47,False,False,355,0.25707683,79.49162333911033,445.0,False,0.18421851038824855,-0.008055061317752224,-0.6014861
AL365330.1,False,False,3,0.0017331023,99.8266897746967,3.0,False,0.0018629486904344669,0.1935435754386599,-0.10440322
CEP104,False,False,172,0.10571924,90.06354708261121,183.0,False,0.08702695254514199,0.05174741944059583,-0.45403078
DFFB,False,False,81,0.060658578,95.32062391681109,105.0,False,0.054023433817725876,0.5832850761686892,0.85658455
C1orf174,False,False,379,0.3096476,78.105141536684,536.0,False,0.20219806125681813,0.3134246003655088,0.19118808
LINC01134,False,False,6,0.0034662045,99.65337954939342,6.0,False,0.0036634660765352987,0.08237832948970024,-0.37850398
LINC01346,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
LINC01345,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
LINC02780,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL805961.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
LINC01777,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL355602.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
Z98747.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
LINC01646,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AJAP1,False,False,1,0.00057770073,99.94222992489891,1.0,False,0.0008436916174415814,0.32697747205711153,0.22460547
Z98886.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
BX005132.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
LINC02781,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
LINC02782,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL139823.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
Z98259.3,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
Z98259.2,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
Z98259.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL365255.1,False,False,1,0.00057770073,99.94222992489891,1.0,False,0.0004061939244694216,-0.40419767297260323,-1.5782571
NPHP4,False,False,31,0.017908724,98.20912767186597,31.0,False,0.015761521093773843,0.05508083353517298,-0.44581157
KCNAB2,False,False,465,0.35932988,73.13691507798961,622.0,False,0.3388911204263835,0.48985589385644324,0.48438036
CHD5,False,False,3,0.0017331023,99.8266897746967,3.0,True,0.0029423835928159957,0.872913262119103,1.5707223
RPL22,False,True,1682,22.714039,2.8307336799537786,39318.0,False,3.13689180196437,0.6113053826278858,-0.73535323
AL031847.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
RNF207,False,False,3,0.0017331023,99.8266897746967,3.0,False,0.001335149270000003,-0.2671084549453572,-1.2402354
ICMT,False,False,225,0.1594454,87.00173310225303,276.0,False,0.10307996286298839,0.05667809560795456,-0.4418732
LINC00337,False,False,1,0.00057770073,99.94222992489891,1.0,False,0.00028766492609098095,-0.7492912666537717,-2.4291563
HES3,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
GPR153,False,False,3,0.0017331023,99.8266897746967,3.0,False,0.00117888685454498,-0.4265444583623283,-1.6333578
ACOT7,False,False,336,0.27787405,80.58925476603119,481.0,False,0.17120523346660174,-0.005633332644913144,-0.59551483
AL031848.2,False,False,31,0.017908724,98.20912767186597,31.0,False,0.017897509863755406,0.12215791192318409,-0.28041926
HES2,False,False,2,0.0011554015,99.8844598497978,2.0,False,9.999999999995e-13,,
ESPN,False,False,23,0.01502022,98.67128827267476,26.0,False,0.007183473581726903,-0.38584779298153354,-1.5330117
AL031848.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
TNFRSF25,False,False,119,0.08376661,93.12536106296938,145.0,False,0.05493589474919771,-0.023857651700464128,-0.64045066
PLEKHG5,False,False,3,0.0017331023,99.8266897746967,3.0,False,0.0022227232000031944,0.21189204421121527,-0.0591613
NOL9,False,False,190,0.12478336,89.02368573079144,216.0,False,0.10640321099997758,0.45363475420032995,0.53690505
TAS1R1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
ZBTB48,False,False,189,0.11669555,89.08145580589255,202.0,False,0.11061341365463088,0.23876311209545065,0.0070948405
KLHL21,False,False,54,0.03177354,96.88041594454073,55.0,False,0.022417867389452176,-0.1394350904633972,-0.92543054
PHF13,False,False,30,0.017331023,98.26689774696708,30.0,False,0.016117142348885064,0.3747157731608563,0.34231406
THAP3,False,False,117,0.07221259,93.24090121317158,125.0,False,0.05752956824793759,0.024628270700164556,-0.52089864
DNAJC11,False,False,311,0.21317157,82.03350664355864,369.0,False,0.18310378399692892,0.31708140834542675,0.2002047
LINC01672,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL591163.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
CAMTA1-DT,False,False,49,0.028307337,97.1692663200462,49.0,False,0.027867478140409546,0.1930824452058495,-0.10554023
CAMTA1,False,False,1012,1.0808781,41.536683997689195,1871.0,False,0.6910238831062238,0.24135043420407273,-0.55925894
AL512330.1,False,False,3,0.0017331023,99.8266897746967,3.0,False,0.0011122921282959114,-0.4731590579159637,-1.7482955
CAMTA1-IT1,False,False,1,0.00057770073,99.94222992489891,1.0,False,0.0005196281380654618,-0.15785816012513348,-0.9708564
Z97987.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL365194.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL359881.3,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL359881.2,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL359881.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
VAMP3,False,False,308,0.20970537,82.20681686886194,363.0,False,0.17826365005590705,0.14151398121366146,-0.23269288
Z98884.2,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
PER3,False,False,22,0.012709416,98.72905834777586,22.0,False,0.016369002049703506,0.4104884367064722,0.43051893
Z98884.1,False,False,1,0.00057770073,99.94222992489891,1.0,False,0.0007408881548802272,0.1969886748771111,-0.09590862
UTS2,False,False,2,0.0011554015,99.8844598497978,2.0,True,0.0017306141964073625,0.6691309858674974,1.0682553
TNFRSF9,False,False,7,0.004621606,99.59560947429232,8.0,True,0.005067367883611293,0.7321303621739281,1.2235932
PARK7,False,False,1430,3.52513,17.388792605430393,6102.0,False,1.3423578566878627,0.4267501839663668,-0.57181495
AL034417.4,False,False,2,0.0011554015,99.8844598497978,2.0,False,0.001135514419348884,-0.05290803533626686,-0.7120803
AL034417.3,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
ERRFI1,False,False,2,0.002310803,99.8844598497978,4.0,True,0.010701474915985212,2.7519341312697416,6.2038345
AL034417.2,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
LINC01714,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL358876.2,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
SLC45A1,False,False,1,0.00057770073,99.94222992489891,1.0,False,0.000737923828351656,0.19297811912420518,-0.10579747
RERE,False,False,1228,1.5759677,29.058347775852113,2728.0,False,1.0319684501222925,0.8335221257474453,0.6570847
RERE-AS1,False,False,40,0.02310803,97.6891969959561,40.0,False,0.02687821575788659,0.22573584131859697,-0.025026573
AL357552.2,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
ENO1,False,False,1570,5.7071056,9.300982091276722,9879.0,False,1.8762079765992448,1.014941130199698,-0.1935357
ENO1-AS1,False,False,35,0.020219527,97.97804737146159,35.0,False,0.022602376081023657,0.23659871272348662,0.001758069
CA6,False,False,1,0.00057770073,99.94222992489891,1.0,False,0.0002099488883581348,-1.0642623542769782,-3.2057822
SLC2A7,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
SLC2A5,False,False,97,0.06643558,94.39630271519353,115.0,True,0.087507981948151,1.2193524617263238,2.4249394
GPR157,False,False,28,0.016753322,98.38243789716927,29.0,True,0.022005952770538618,0.7462758291203445,1.2584717
MIR34AHG,False,False,2,0.0011554015,99.8844598497978,2.0,False,0.001546908445400664,0.3160204176982437,0.19758861
LNCTAM34A,False,False,2,0.0017331023,99.8844598497978,3.0,False,0.001917402888412458,0.5424338233641661,0.7558574
H6PD,False,False,107,0.06354708,93.81860196418256,110.0,False,0.06959031972034962,0.39440660985605314,0.39086586
SPSB1,False,False,8,0.004621606,99.53783939919121,8.0,False,0.005605731649630802,0.21398291610142375,-0.054005828
BX323043.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
LINC02606,False,False,4,0.002310803,99.7689196995956,4.0,False,0.002481079008288143,0.10708590859667472,-0.31758237
AL928921.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
SLC25A33,False,False,703,0.57481223,59.387637203928364,995.0,False,0.4349600003493688,0.25346007474486587,-0.38912067
TMEM201,False,False,91,0.05430387,94.74292316580012,94.0,False,0.04037301854475241,-0.04706013196981406,-0.6976611
PIK3CD,False,False,221,0.1519353,87.23281340265743,263.0,False,0.15041828203960922,0.45974706553612343,0.5519762
PIK3CD-AS1,False,False,4,0.002310803,99.7689196995956,4.0,False,0.0023046209958471143,0.025485485365938823,-0.518785
PIK3CD-AS2,False,False,59,0.035817448,96.59156556903524,62.0,False,0.034641255662219025,0.20333075446009702,-0.08027092
CLSTN1,False,False,229,0.1530907,86.77065280184864,265.0,False,0.15111437211123088,0.3865097506364825,0.37139454
CTNNBIP1,False,False,374,0.25996533,78.39399191218949,450.0,False,0.2204291026548034,0.1767787245532406,-0.1457404
AL357140.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
AL357140.4,False,False,1,0.00057770073,99.94222992489891,1.0,False,0.0007645264703392596,0.2284074887530158,-0.018439077
LZIC,False,False,418,0.29173887,75.85210860774119,505.0,False,0.23885318023005805,0.12290562549666827,-0.2785756
AL357140.2,False,False,2,0.0011554015,99.8844598497978,2.0,False,0.0009299459076327504,-0.216911800638812,-1.1164653
NMNAT1,False,False,45,0.026574235,97.4003466204506,46.0,False,0.02579406493141793,0.022477964723012177,-0.52620065
AL603962.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
RBP7,False,False,4,0.00751011,99.7689196995956,13.0,True,0.016908977182334806,3.284379454468616,7.516688
UBE4B,False,False,482,0.3778163,72.15482380127094,654.0,False,0.2960639181130401,0.3401343865800137,-0.06885232
KIF1B,False,False,298,0.21548238,82.78451761987291,373.0,False,0.2021312442753261,0.5928021088087141,0.8800508
AL139424.3,False,False,1,0.00057770073,99.94222992489891,1.0,False,0.000553259108894822,-0.09512834523016117,-0.81618315
AL139424.2,False,False,2,0.0011554015,99.8844598497978,2.0,False,0.0009828226412913852,-0.12515133112969323,-0.89021105
PGD,False,False,807,0.75621027,53.37954939341421,1309.0,False,0.518177948333568,0.30310356023610363,-0.20568411
AL139424.1,False,False,8,0.004621606,99.53783939919121,8.0,False,0.0038975096953518754,-0.12061975876125441,-0.8790375
CENPS,False,False,261,0.19121894,84.92201039861351,331.0,False,0.13404497280104188,0.06637319023321311,-0.41796795
CORT,False,False,38,0.02195263,97.80473714615829,38.0,False,0.014944840965714001,-0.1948579698359491,-1.062087
DFFA,False,False,373,0.26112074,78.45176198729058,452.0,False,0.211709813783841,0.19730675381073146,-0.095124334
AL354956.1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
PEX14,False,False,382,0.27671865,77.9318313113807,479.0,False,0.2286475467508173,0.27317652177271645,0.091948174
AL139423.2,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
CASZ1,False,False,56,0.032928944,96.76487579433854,57.0,False,0.039460383514854855,0.3376709411783086,0.25097242
AL139423.1,False,False,1,0.00057770073,99.94222992489891,1.0,False,0.00023377823950765942,-0.9567415641648341,-2.9406676
C1orf127,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
TARDBP,False,False,567,0.4598498,67.24436741767764,796.0,False,0.3374897996388999,0.18685717016982922,-0.6352236
MASP2,False,False,3,0.0017331023,99.8266897746967,3.0,False,0.001586199986221462,-0.10081605856907583,-0.8302074
AL109811.2,False,False,66,0.03928365,96.18717504332756,68.0,False,0.04017966465643786,0.2381525256427105,0.0055893143
SRM,False,False,963,1.5447718,44.36741767764298,2674.0,False,0.7575080781810418,0.585008254883254,0.42446387
EXOSC10,False,False,308,0.21201618,82.20681686886194,367.0,False,0.15592838508210796,0.04980548576842147,-0.45881903
AL109811.1,False,False,137,0.08261121,92.08549971114962,143.0,False,0.07677159787768588,0.09781533693425246,-0.34044087
EXOSC10-AS1,False,False,13,0.00751011,99.24898902368572,13.0,False,0.007159611646222533,0.25419039700233786,0.04513398
MTOR,False,False,221,0.1461583,87.23281340265743,253.0,False,0.11778174888531533,0.18767977500010083,-0.11886162
MTOR-AS1,False,False,0,0.0,100.0,0.0,False,9.999999999995e-13,,
